# Wordlist

# DATA
ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT	STRUCTURE	CROSSIDS	MORPHEMES
4157	Khoitam	thick	thick	a-tʰɛʔ	a+tʰɛʔ	a + tʰ ɛ ʔ		1125 1126	1125 1126	a + tʰ ɛ ʔ	n + i n c	137 1126	o/a-prefix thick
4158	Rahung	thick	thick	a-tʰɛʔ	a+tʰɛʔ	a + tʰ ɛ ʔ		1125 1126	1125 1126	a + tʰ ɛ ʔ	n + i n c	137 1126	o/a-prefix thick
4159	Rupa	thick	thick	a-tʰat	a+tʰat	a + tʰ a t		1125 1126	1125 1126	a + tʰ a t	n + i n c	137 1126	o/a-prefix thick
4160	Shergaon	thick	thick	a-tʰɛt	a+tʰɛt	a + tʰ ɛ t		1125 1126	1125 1126	a + tʰ ɛ t	n + i n c	137 1126	o/a-prefix thick
#
4161	Khispi	thief	thief	bu-ju	bu+ju	b u + j u		1129 1127	1129 1127	b u + j - u -	i n + i n	1129 1127	thief thief
4162	Duhumbi	thief	thief	bi-ju	bi+ju	b i + j u		1129 1127	1129 1127	b i + j - u -	i n + i n	1129 1127	thief thief
4163	Khoina	thief	thief	ʥy-jɔː	ʥy+jɔː	dʑ y + j ɔː		1129 1127	1128 1127	dʑ y + j - ɔː -	i n + i n	1129 1127	thief thief
4165	Khoitam	thief	thief	ʥy-wjɔː	ʥy+wjɔː	dʑ y + w j ɔː		1129 1127	1128 1127	dʑ y + w j ɔː -	i n + i m n	1129 1127	thief thief
4167	Rupa	thief	thief	ʥi-jaw	ʥi+jaw	dʑ i + j a w		1129 1127	1128 1127	dʑ i + j - a w	i n + i n c	1129 1127	thief thief
#
4169	Khispi	thigh	thigh	le-pʰa	le+pʰa	l e + pʰ a		1130 1131	1130 1131	l e + pʰ - a	i n + i n	936 1131	leg-prefix thigh
4170	Duhumbi	thigh	thigh	le-pʰa	le+pʰa	l e + pʰ a		1130 1131	1130 1131	l e + pʰ - a	i n + i n	936 1131	leg-prefix thigh
4172	Jerigaon	thigh	thigh	la-pʰluː	la+pʰluː	l a + pʰ l uː		1130 1131	1130 1131	l a + pʰ l uː	i n + i m n	936 1131	leg-prefix thigh
4173	Khoitam	thigh	thigh	la-pʰluː	la+pʰluː	l a + pʰ l uː		1130 1131	1130 1131	l a + pʰ l uː	i n + i m n	936 1131	leg-prefix thigh
4174	Rahung	thigh	thigh	la-pʰuː	la+pʰuː	l a + pʰ uː		1130 1131	1130 1131	l a + pʰ - uː	i n + i n	936 1131	leg-prefix thigh
4175	Rupa	thigh	thigh	lə-pʰuː	lə+pʰuː	l ə + pʰ uː		1130 1131	1130 1131	l ə + pʰ - uː	i n + i n	936 1131	leg-prefix thigh
4176	Shergaon	thigh	thigh	lə-pʰuː	lə+pʰuː	l ə + pʰ uː		1130 1131	1130 1131	l ə + pʰ - uː	i n + i n	936 1131	leg-prefix thigh
#
4178	Duhumbi	thin	thin	ʨʰap-bu	ʨʰap+bu	tɕʰ a p + b u		1132 1136	1132 1136	tɕʰ a p + b u	i n c + i n	1132 1136	thin thin
4179	Khoina	thin	thin	a-ʨʰa-du	a+ʨʰa+du	a + tɕʰ a + d u		1133 1132 1134	1133 1132 1135	a + tɕʰ a - + d u	n + i n + i n	56 1132 120	u/a-prefix thin da-suffix1
4180	Jerigaon	thin	thin	a-ʨʰɛˀ-du	a+ʨʰɛˀ+du	a + tɕʰ ɛˀ + d u		1133 1132 1134	1133 1132 1135	a + tɕʰ ɛˀ - + d u	n + i n + i n	56 1132 120	u/a-prefix thin da-suffix1
4181	Khoitam	thin	thin	a-ʨʰap-du	a+ʨʰap+du	a + tɕʰ a p + d u		1133 1132 1134	1133 1132 1134	a + tɕʰ a p + d u	n + i n c + i n	56 1132 120	u/a-prefix thin da-suffix1
4182	Rahung	thin	thin	a-ʨʰap-du	a+ʨʰap+du	a + tɕʰ a p + d u		1133 1132 1134	1133 1132 1134	a + tɕʰ a p + d u	n + i n c + i n	56 1132 120	u/a-prefix thin da-suffix1
4183	Rupa	thin	thin	a-ʦʰap ~ a-ʨʰap ~ a-ʦʰap-du	a+ʦʰap	a + tsʰ a p		1133 1132	1133 1132	a + tsʰ a p	n + i n c	56 1132	u/a-prefix thin
4184	Shergaon	thin	thin	a-ʨʰap-du	a+ʨʰap+du	a + tɕʰ a p + d u		1133 1132 1134	1133 1132 1134	a + tɕʰ a p + d u	n + i n c + i n	56 1132 120	u/a-prefix thin da-suffix1
#
4185	Khispi	thing	thing	ma	ma	m a		1137	1137	m a	i n	1137	thing
4186	Duhumbi	thing	thing	ma	ma	m a		1137	1137	m a	i n	1137	thing
4189	Khoitam	thing	thing	mə-ʨʰiŋ	mə+ʨʰiŋ	m ə + tɕʰ i ŋ		1137 1138	1137 1138	m ə + tɕʰ i ŋ	i n + i n c	1137 1138	thing thing
4190	Rahung	thing	thing	pʰ-ʨʰiŋ	pʰ+ʨʰiŋ	pʰ + tɕʰ i ŋ		1137 1138	1139 1138	pʰ - + tɕʰ i ŋ	i + i n c	1137 1138	thing thing
4191	Rupa	thing	thing	mə-ʨʰiŋ ~ pʰ-ʨʰiŋ	mə+ʨʰiŋ	m ə + tɕʰ i ŋ		1137 1138	1137 1138	m ə + tɕʰ i ŋ	i n + i n c	1137 1138	thing thing
#
4195	Khoina	think	think	tʰiŋ	tʰiŋ	tʰ i ŋ		1140	1140	tʰ i ŋ	i n c	1140	think
4196	Jerigaon	think	think	tʰiŋ	tʰiŋ	tʰ i ŋ		1140	1140	tʰ i ŋ	i n c	1140	think
4197	Khoitam	think	think	tʰiŋ	tʰiŋ	tʰ i ŋ		1140	1140	tʰ i ŋ	i n c	1140	think
4198	Rahung	think	think	tʰiŋ	tʰiŋ	tʰ i ŋ		1140	1140	tʰ i ŋ	i n c	1140	think
4199	Rupa	think	think	tʰin	tʰin	tʰ i n		1140	1140	tʰ i n	i n c	1140	think
4200	Shergaon	think	think	tʰin	tʰin	tʰ i n		1140	1140	tʰ i n	i n c	1140	think
#
4201	Khispi	thirsty (vi)	thirsty (vi)	(kʰaw) jaŋ	jaŋ	j a ŋ		1141	1141	j a ŋ	i n c	1141	thirstyvi
4202	Duhumbi	thirsty (vi)	thirsty (vi)	(kʰow) jaŋ	jaŋ	j a ŋ		1141	1141	j a ŋ	i n c	1141	thirstyvi
4203	Khoina	thirsty (vi)	thirsty (vi)	(kʰɔː) jɔ̃ː	jɔ̃ː	j ɔ̃ː		1141	1141	j ɔ̃ː -	i n	1141	thirstyvi
4204	Jerigaon	thirsty (vi)	thirsty (vi)	(kʰɔː) kʰ-jɔ̃ː	kʰ+jɔ̃ː	kʰ + j ɔ̃ː		1142 1141	1142 1141	kʰ + j ɔ̃ː -	i + i n	1142 1141	thirstyvi thirstyvi
4205	Khoitam	thirsty (vi)	thirsty (vi)	(kʰɔː) jũŋ	jũŋ	j ũ ŋ		1141	1141	j ũ ŋ	i n c	1141	thirstyvi
4206	Rahung	thirsty (vi)	thirsty (vi)	(kʰoː) jũŋ	jũŋ	j ũ ŋ		1141	1141	j ũ ŋ	i n c	1141	thirstyvi
4207	Rupa	thirsty (vi)	thirsty (vi)	(kʰoː) jũŋ	jũŋ	j ũ ŋ		1141	1141	j ũ ŋ	i n c	1141	thirstyvi
4208	Shergaon	thirsty (vi)	thirsty (vi)	(kʰoː) jɔ̃ː	jɔ̃ː	j ɔ̃ː		1141	1141	j ɔ̃ː -	i n	1141	thirstyvi
#
4211	Khoina	this	this	tʰaː-ʥi	tʰaː+ʥi	tʰ aː + dʑ i		1143 1144	1143 1144	tʰ - aː + dʑ i	i n + i n	1143 99	this ?
4212	Jerigaon	this	this	tʰaː-ʥi	tʰaː+ʥi	tʰ aː + dʑ i		1143 1144	1143 1144	tʰ - aː + dʑ i	i n + i n	1143 99	this ?
4213	Khoitam	this	this	ɔ-tʰɛː	ɔ+tʰɛː	ɔ + tʰ ɛː		1145 1143	1145 1144	ɔ + tʰ - ɛː	n + i n	1145 1143	this this
4214	Rahung	this	this	tʰə-ɛː	tʰə+ɛː	tʰ ə + ɛː		1143 557	1143 1144	tʰ - ə + ɛː	i n + n	1143 557	this this
4215	Rupa	this	this	tʰwaː ~ tʰu-waː ~ tʰaː ~ ɔ-tʰ-gɔː ~ tʰū-gɔː ~ tʰə-gɔː	tʰwaː	tʰ w aː		1143	1143	tʰ w aː	i m n	1143	this
4216	Shergaon	this	this	tʰaː-ji	tʰaː+ji	tʰ aː + j i		1143 555	1143 1144	tʰ - aː + j i	i n + i n	1143 555	this this
#
4217	Khispi	thorn	thorn	pʰe-zɔ ~ pʰe-ʥɔ	pʰe+zɔ	pʰ e + z ɔ		1147 1146	1147 1146	pʰ e + z ɔ -	i n + i n	1147 1146	thorn thorn
4218	Duhumbi	thorn	thorn	pʰi-ʥɔˀ	pʰi+ʥɔˀ	pʰ i + dʑ ɔˀ		1147 1146	1147 1146	pʰ i + dʑ ɔˀ -	i n + i n	1147 1146	thorn thorn
4219	Khoina	thorn	thorn	ba-zɔ	ba+zɔ	b a + z ɔ		1147 1146	1147 1146	b a + z ɔ -	i n + i n	1147 1146	thorn thorn
4220	Jerigaon	thorn	thorn	bə-zɔ	bə+zɔ	b ə + z ɔ		1147 1146	1147 1146	b ə + z ɔ -	i n + i n	1147 1146	thorn thorn
4221	Khoitam	thorn	thorn	bə-zɔː	bə+zɔː	b ə + z ɔː		1147 1146	1147 1146	b ə + z ɔː -	i n + i n	1147 1146	thorn thorn
4222	Rahung	thorn	thorn	bə-zoː	bə+zoː	b ə + z oː		1147 1146	1147 1146	b ə + z oː -	i n + i n	1147 1146	thorn thorn
4223	Rupa	thorn	thorn	bə-zaw	bə+zaw	b ə + z a w		1147 1146	1147 1146	b ə + z a w	i n + i n c	1147 1146	thorn thorn
4224	Shergaon	thorn	thorn	bə-zaw	bə+zaw	b ə + z a w		1147 1146	1147 1146	b ə + z a w	i n + i n c	1147 1146	thorn thorn
#
4225	Khispi	thousand	thousand	tɔŋ-ta	tɔŋ+ta	t ɔ ŋ + t a		1149 1148	1149 1148	t ɔ ŋ + t a	i n c + i n	1149 1148	thousand thousand
4226	Duhumbi	thousand	thousand	tɔŋ-ta ~ tɔŋ-ʈa	tɔŋ+ta	t ɔ ŋ + t a		1149 1148	1149 1148	t ɔ ŋ + t a	i n c + i n	1149 1148	thousand thousand
4227	Khoina	thousand	thousand	tɔŋ-tʂʰaː	tɔŋ+tʂʰaː	t ɔ ŋ + ʈʂʰ aː		1149 1148	1149 1148	t ɔ ŋ + ʈʂʰ aː	i n c + i n	1149 1148	thousand thousand
4228	Jerigaon	thousand	thousand	tɔŋ-ta	tɔŋ+ta	t ɔ ŋ + t a		1149 1148	1149 1148	t ɔ ŋ + t a	i n c + i n	1149 1148	thousand thousand
4229	Khoitam	thousand	thousand	tɔŋ-tʰɔ	tɔŋ+tʰɔ	t ɔ ŋ + tʰ ɔ		1149 1148	1149 1148	t ɔ ŋ + tʰ ɔ	i n c + i n	1149 1148	thousand thousand
4230	Rahung	thousand	thousand	tɔŋ-tʰɔ	tɔŋ+tʰɔ	t ɔ ŋ + tʰ ɔ		1149 1148	1149 1148	t ɔ ŋ + tʰ ɔ	i n c + i n	1149 1148	thousand thousand
#
4233	Khispi	thread	thread	hwaŋ	hwaŋ	hw a ŋ		1150	1150	hw a ŋ	i n c	1150	thread
4234	Duhumbi	thread	thread	hwaŋ	hwaŋ	hw a ŋ		1150	1150	hw a ŋ	i n c	1150	thread
4235	Khoina	thread	thread	xaŋ	xaŋ	x a ŋ		1150	1150	x a ŋ	i n c	1150	thread
4236	Jerigaon	thread	thread	haŋ	haŋ	h a ŋ		1150	1150	h a ŋ	i n c	1150	thread
4237	Khoitam	thread	thread	haŋ	haŋ	h a ŋ		1150	1150	h a ŋ	i n c	1150	thread
4238	Rahung	thread	thread	haŋ	haŋ	h a ŋ		1150	1150	h a ŋ	i n c	1150	thread
4239	Rupa	thread	thread	haŋ	haŋ	h a ŋ		1150	1150	h a ŋ	i n c	1150	thread
4240	Shergaon	thread	thread	haŋ	haŋ	h a ŋ		1150	1150	h a ŋ	i n c	1150	thread
#
4241	Khispi	three	three	ɔm	ɔm	ɔ m		1151	1152	ɔ m	n c	1151	three
4242	Duhumbi	three	three	ɔm	ɔm	ɔ m		1151	1152	ɔ m	n c	1151	three
4243	Khoina	three	three	ũː	ũː	ũː		1151	1153	ũː -	n	1151	three
4244	Jerigaon	three	three	uŋ	uŋ	u ŋ		1151	1151	u ŋ	n c	1151	three
4245	Khoitam	three	three	uŋ	uŋ	u ŋ		1151	1151	u ŋ	n c	1151	three
4246	Rahung	three	three	uŋ	uŋ	u ŋ		1151	1151	u ŋ	n c	1151	three
4247	Rupa	three	three	uŋ	uŋ	u ŋ		1151	1151	u ŋ	n c	1151	three
4248	Shergaon	three	three	uŋ	uŋ	u ŋ		1151	1151	u ŋ	n c	1151	three
#
4249	Khispi	throw	throw	tɔs	tɔs	t ɔ s		1154	1154	t ɔ s	i n c	1048	throw
4250	Duhumbi	throw	throw	tɔs	tɔs	t ɔ s		1154	1154	t ɔ s	i n c	1048	throw
4251	Khoina	throw	throw	tʰøˀ	tʰøˀ	tʰ øˀ		1154	1154	tʰ øˀ -	i n	1048	throw
4252	Jerigaon	throw	throw	tʰøˀ	tʰøˀ	tʰ øˀ		1154	1154	tʰ øˀ -	i n	1048	throw
4253	Khoitam	throw	throw	tʰeˀ	tʰeˀ	tʰ eˀ		1154	1154	tʰ eˀ -	i n	1048	throw
4255	Rupa	throw	throw	tʰøˀ	tʰøˀ	tʰ øˀ		1154	1154	tʰ øˀ -	i n	1048	throw
#
4261	Khoitam	thunder (vi)	thunder (vi)	nəmyː hyk	nəmyː_hyk	n ə + m yː _ h y k		1156 1157 1155	1156 1155	n ə + m yː + h y k	i n + i n + i n c	872 284 1155	sky-prefix5 mu-suffix thundervi
4263	Rupa	thunder (vi)	thunder (vi)	nə-myː hyp ~ nə-myː hyk (C.)	nə+myː_hyp	n ə + m yː _ h y p		1156 1157 1155	1156 1157 1155	n ə + m yː + h y p	i n + i n + i n c	872 284 1155	sky-prefix5 mu-suffix thundervi
4264	Shergaon	thunder (vi)	thunder (vi)	nimiː huk	nimiː_huk	n i + m iː _ h u k		1156 1157 1155	1156 1155	n i + m iː + h u k	i n + i n + i n c	872 284 1155	sky-prefix5 mu-suffix thundervi
#
4265	Khispi	tie (vt)	tie (vt)	kʰak	kʰak	kʰ a k		1158	1158	kʰ a k	i n c	1158	tievt
4266	Duhumbi	tie (vt)	tie (vt)	kʰak	kʰak	kʰ a k		1158	1158	kʰ a k	i n c	1158	tievt
4267	Khoina	tie (vt)	tie (vt)	xɐk	xɐk	x ɐ k		1158	1158	x ɐ k	i n c	1158	tievt
4268	Jerigaon	tie (vt)	tie (vt)	hɐk	hɐk	h ɐ k		1158	1158	h ɐ k	i n c	1158	tievt
4269	Khoitam	tie (vt)	tie (vt)	hak	hak	h a k		1158	1158	h a k	i n c	1158	tievt
4270	Rahung	tie (vt)	tie (vt)	kʰak	kʰak	kʰ a k		1158	1158	kʰ a k	i n c	1158	tievt
4271	Rupa	tie (vt)	tie (vt)	hak	hak	h a k		1158	1158	h a k	i n c	1158	tievt
4272	Shergaon	tie (vt)	tie (vt)	hak	hak	h a k		1158	1158	h a k	i n c	1158	tievt
#
4273	Khispi	tiger	tiger	pʰu-ɲam	pʰu+ɲam	pʰ u + ɲ a m		1159 1160	1159 1160	pʰ u + ɲ a m	i n + i n c	1159 1160	tiger tiger
4274	Duhumbi	tiger	tiger	pʰu-ɲam	pʰu+ɲam	pʰ u + ɲ a m		1159 1160	1159 1160	pʰ u + ɲ a m	i n + i n c	1159 1160	tiger tiger
4275	Khoina	tiger	tiger	pʰũː	pʰũː	pʰ ũː		1159	1159	pʰ ũː	i n	1159	tiger
4276	Jerigaon	tiger	tiger	pʰɔ̃ː	pʰɔ̃ː	pʰ ɔ̃ː		1159	1159	pʰ ɔ̃ː	i n	1159	tiger
4277	Khoitam	tiger	tiger	pʰũː	pʰũː	pʰ ũː		1159	1159	pʰ ũː	i n	1159	tiger
4278	Rahung	tiger	tiger	pʰũː	pʰũː	pʰ ũː		1159	1159	pʰ ũː	i n	1159	tiger
4279	Rupa	tiger	tiger	pʰũː	pʰũː	pʰ ũː		1159	1159	pʰ ũː	i n	1159	tiger
4280	Shergaon	tiger	tiger	pʰɔ̃ː	pʰɔ̃ː	pʰ ɔ̃ː		1159	1159	pʰ ɔ̃ː	i n	1159	tiger
#
4283	Khoina	till (hoe)	till (hoe)	ʨʰɔk	ʨʰɔk	tɕʰ ɔ k		1161	1161	tɕʰ ɔ k	i n c	1161	tillhoe
4284	Jerigaon	till (hoe)	till (hoe)	ʨʰɔk	ʨʰɔk	tɕʰ ɔ k		1161	1161	tɕʰ ɔ k	i n c	1161	tillhoe
4285	Khoitam	till (hoe)	till (hoe)	ʨʰɔk	ʨʰɔk	tɕʰ ɔ k		1161	1161	tɕʰ ɔ k	i n c	1161	tillhoe
4286	Rahung	till (hoe)	till (hoe)	ʨʰɔk	ʨʰɔk	tɕʰ ɔ k		1161	1161	tɕʰ ɔ k	i n c	1161	tillhoe
4287	Rupa	till (hoe)	till (hoe)	ʨʰɔk	ʨʰɔk	tɕʰ ɔ k		1161	1161	tɕʰ ɔ k	i n c	1161	tillhoe
4288	Shergaon	till (hoe)	till (hoe)	ʨʰɔk	ʨʰɔk	tɕʰ ɔ k		1161	1161	tɕʰ ɔ k	i n c	1161	tillhoe
#
4290	Duhumbi	tired (vi)	tired (vi)	ʥɛj	ʥɛj	dʑ ɛ j		1162	1162	dʑ ɛ j	i n c	1162	tiredvi
4291	Khoina	tired (vi)	tired (vi)	ʣeː ~ ʣɛː	ʣeː	dz eː		1162	1162	dz eː -	i n	1162	tiredvi
4292	Jerigaon	tired (vi)	tired (vi)	ʥeː	ʥeː	dʑ eː		1162	1162	dʑ eː -	i n	1162	tiredvi
4293	Khoitam	tired (vi)	tired (vi)	ʥeː	ʥeː	dʑ eː		1162	1162	dʑ eː -	i n	1162	tiredvi
4295	Rupa	tired (vi)	tired (vi)	ʣeː	ʣeː	dz eː		1162	1162	dz eː -	i n	1162	tiredvi
#
4297	Khispi	today	today	tʰa-la	tʰa+la	tʰ a + l a		1164 1163	1164 1163	tʰ a + l a	i n + i n	1164 1163	today today
4298	Duhumbi	today	today	tʰa-la	tʰa+la	tʰ a + l a		1164 1163	1164 1163	tʰ a + l a	i n + i n	1164 1163	today today
4299	Khoina	today	today	tʰa-luː	tʰa+luː	tʰ a + l uː		1164 1163	1164 1163	tʰ a + l uː	i n + i n	1164 1163	today today
4300	Jerigaon	today	today	tʰ-luː	tʰ+luː	tʰ + l uː		1164 1163	1164 1163	tʰ - + l uː	i + i n	1164 1163	today today
4301	Khoitam	today	today	tʰ-ruː	tʰ+ruː	tʰ + r uː		1164 1163	1164 1163	tʰ - + r uː	i + i n	1164 1163	today today
4302	Rahung	today	today	tʰ-ruː	tʰ+ruː	tʰ + r uː		1164 1163	1164 1163	tʰ - + r uː	i + i n	1164 1163	today today
4303	Rupa	today	today	tʰə-luː	tʰə+luː	tʰ ə + l uː		1164 1163	1164 1163	tʰ ə + l uː	i n + i n	1164 1163	today today
4304	Shergaon	today	today	tʰə-luː	tʰə+luː	tʰ ə + l uː		1164 1163	1164 1163	tʰ ə + l uː	i n + i n	1164 1163	today today
#
4305	Khispi	together with	together with	de-kʰɔ	de+kʰɔ	d e + kʰ ɔ		1166 1165	1166 1165	d e - + kʰ ɔ	i n + i n	1166 645	togetherwith locative
4306	Duhumbi	together with	together with	dɛp-kʰɔ	dɛp+kʰɔ	d ɛ p + kʰ ɔ		1166 1165	1166 1165	d ɛ p + kʰ ɔ	i n c + i n	1166 645	togetherwith locative
4308	Jerigaon	together with	together with	dɛː-gu	dɛː+gu	d ɛː + g u		1166 1165	1166 1165	d ɛː - + g u	i n + i n	1166 645	togetherwith locative
4309	Khoitam	together with	together with	dɛp-gyː	dɛp+gyː	d ɛ p + g yː		1166 1165	1166 1165	d ɛ p + g yː	i n c + i n	1166 645	togetherwith locative
4310	Rahung	together with	together with	dɛp-kʰɔ ~ dɛˀ-kʰɔ	dɛp+kʰɔ	d ɛ p + kʰ ɔ		1166 1165	1166 1165	d ɛ p + kʰ ɔ	i n c + i n	1166 645	togetherwith locative
4311	Rupa	together with	together with	dɛp-gɔ ~ dɛk-gɔ	dɛp+gɔ	d ɛ p + g ɔ		1166 1165	1166 1165	d ɛ p + g ɔ	i n c + i n	1166 645	togetherwith locative
4312	Shergaon	together with	together with	dɛp-kʰɔ	dɛp+kʰɔ	d ɛ p + kʰ ɔ		1166 1165	1166 1165	d ɛ p + kʰ ɔ	i n c + i n	1166 645	togetherwith locative
#
4313	Khispi	tomorrow	tomorrow	nam-saŋ	nam+saŋ	n a m + s a ŋ		573 1167	1169 1167	n a m + s a ŋ	i n c + i n c	33 1167	sky-prefix1 tomorrow
4314	Duhumbi	tomorrow	tomorrow	nam-saŋ	nam+saŋ	n a m + s a ŋ		573 1167	1169 1167	n a m + s a ŋ	i n c + i n c	33 1167	sky-prefix1 tomorrow
4315	Khoina	tomorrow	tomorrow	bə-saŋ	bə+saŋ	b ə + s a ŋ		1169 1167	1170 1167	b ə + s a ŋ	i n + i n c	1169 1167	tomorrow tomorrow
4316	Jerigaon	tomorrow	tomorrow	mə-saŋ	mə+saŋ	m ə + s a ŋ		1169 1167	1168 1167	m ə + s a ŋ	i n + i n c	1169 1167	tomorrow tomorrow
4317	Khoitam	tomorrow	tomorrow	my-saŋ	my+saŋ	m y + s a ŋ		1169 1167	1168 1167	m y + s a ŋ	i n + i n c	1169 1167	tomorrow tomorrow
4318	Rahung	tomorrow	tomorrow	p-saŋ	p+saŋ	p + s a ŋ		1169 1167	1170 1167	p - + s a ŋ	i + i n c	1169 1167	tomorrow tomorrow
4319	Rupa	tomorrow	tomorrow	mə-saŋ ~ bə-saŋ-la	mə+saŋ	m ə + s a ŋ		1169 1167	1168 1167	m ə + s a ŋ	i n + i n c	1169 1167	tomorrow tomorrow
4320	Shergaon	tomorrow	tomorrow	mə-saŋ	mə+saŋ	m ə + s a ŋ		1169 1167	1168 1167	m ə + s a ŋ	i n + i n c	1169 1167	tomorrow tomorrow
#
4321	Khispi	tongue	tongue	luj	luj	l u j		1171	1171	l u j	i n c	1171	tongue
4322	Duhumbi	tongue	tongue	lɔj	lɔj	l ɔ j		1171	1171	l ɔ j	i n c	1171	tongue
4323	Khoina	tongue	tongue	laː	laː	l aː		1171	1171	l aː -	i n	1171	tongue
4324	Jerigaon	tongue	tongue	lɛː	lɛː	l ɛː		1171	1171	l ɛː -	i n	1171	tongue
4325	Khoitam	tongue	tongue	lɛː	lɛː	l ɛː		1171	1171	l ɛː -	i n	1171	tongue
4326	Rahung	tongue	tongue	lɛː	lɛː	l ɛː		1171	1171	l ɛː -	i n	1171	tongue
4327	Rupa	tongue	tongue	laː-pʰɔ̃ ~ laː-fɔ̃ː	laː+pʰɔ̃	l aː + pʰ ɔ̃		1171 1172	1171 1172	l aː - + pʰ ɔ̃	i n + i n	1171 1172	tongue tongue
4328	Shergaon	tongue	tongue	laː	laː	l aː		1171	1171	l aː -	i n	1171	tongue
#
4329	Khispi	tooth	tooth	ɕin-tuŋ	ɕin+tuŋ	ɕ i n + t u ŋ		1175 1173	1175 1173	ɕ i n + t u ŋ	i n c + i n c	1175 944	tooth ?
4330	Duhumbi	tooth	tooth	hin-tuŋ	hin+tuŋ	h i n + t u ŋ		1175 1173	1175 1173	h i n + t u ŋ	i n c + i n c	1175 944	tooth ?
4331	Khoina	tooth	tooth	ny-tʰyŋ	ny+tʰyŋ	n y + tʰ y ŋ		1175 1173	1174 1173	n y - + tʰ y ŋ	i n + i n c	1175 944	tooth ?
4332	Jerigaon	tooth	tooth	nə-tʰyŋ	nə+tʰyŋ	n ə + tʰ y ŋ		1175 1173	1174 1173	n ə - + tʰ y ŋ	i n + i n c	1175 944	tooth ?
4333	Khoitam	tooth	tooth	nə-tʰyŋ	nə+tʰyŋ	n ə + tʰ y ŋ		1175 1173	1174 1173	n ə - + tʰ y ŋ	i n + i n c	1175 944	tooth ?
4334	Rahung	tooth	tooth	pʰ-tʰyŋ	pʰ+tʰyŋ	pʰ + tʰ y ŋ		1175 1173	1176 1173	pʰ - - + tʰ y ŋ	i + i n c	1175 944	tooth ?
4336	Shergaon	tooth	tooth	nə-tʰuŋ	nə+tʰuŋ	n ə + tʰ u ŋ		1175 1173	1174 1173	n ə - + tʰ u ŋ	i n + i n c	1175 944	tooth ?
#
4337	Khispi	trivet	trivet	pɛɹ-ʨʰu-du ~ pɛl-ʨʰu-lu	pɛɹ+ʨʰu+du	p ɛ ɹ + tɕʰ u + d u		1179 1177 1178	1179 1177 1181	p ɛ ɹ + tɕʰ u - + d u	i n c + i n + i n	1179 1177 510	trivet trivet ?
4338	Duhumbi	trivet	trivet	pɛɹ-ʑam-ɕup ~ pɛɹ-ʑam-ʑu	pɛɹ+ʑam+ɕup	p ɛ ɹ + ʑ a m + ɕ u p		1179 580 1177	1179 1177 1180	p ɛ ɹ + ʑ a m + ɕ u p	i n c + i n c + i n c	1179 580 1177	trivet trivet trivet
4339	Khoina	trivet	trivet	dy-ʐyː	dy+ʐyː	d y + ʐ yː		1178 1177	1178 1177	d y + ʐ yː -	i n + i n	543 1177	da-prefix trivet
4340	Jerigaon	trivet	trivet	də-zyː	də+zyː	d ə + z yː		1178 1177	1178 1177	d ə + z yː -	i n + i n	543 1177	da-prefix trivet
4341	Khoitam	trivet	trivet	ʨĩ(ŋ)-zyː	ʨĩ+zyː	tɕ ĩ + z yː		586 1177	1178 1177	tɕ ĩ + z yː -	i n + i n	586 1177	trivet trivet
4342	Rahung	trivet	trivet	ʨĩ(ŋ)-zyː	ʨĩ+zyː	tɕ ĩ + z yː		586 1177	1178 1177	tɕ ĩ + z yː -	i n + i n	586 1177	trivet trivet
4343	Rupa	trivet	trivet	zə-zyː	zə+zyː	z ə + z yː		586 1177	1178 1177	z ə + z yː -	i n + i n	586 1177	trivet trivet
4344	Shergaon	trivet	trivet	ʨi-zi	ʨi+zi	tɕ i + z i		586 1177	1178 1177	tɕ i + z i -	i n + i n	586 1177	trivet trivet
#
4347	Khoina	trunk (tree)	trunk (tree)	hiŋ la-tʰyŋ	hiŋ_la+tʰyŋ	h i ŋ _ l a + tʰ y ŋ		1183 1184 1182	1183 1184 1182	h i ŋ + l a + tʰ y ŋ	i n c + i n + i n c	1084 222 283	wood ? ?
4348	Jerigaon	trunk (tree)	trunk (tree)	hiŋ lə-tʰyŋ	hiŋ_lə+tʰyŋ	h i ŋ _ l ə + tʰ y ŋ		1183 1184 1182	1183 1184 1182	h i ŋ + l ə + tʰ y ŋ	i n c + i n + i n c	1084 222 283	wood ? ?
4349	Khoitam	trunk (tree)	trunk (tree)	hiŋ lə-tʰyŋ	hiŋ_lə+tʰyŋ	h i ŋ _ l ə + tʰ y ŋ		1183 1184 1182	1183 1184 1182	h i ŋ + l ə + tʰ y ŋ	i n c + i n + i n c	1084 222 283	wood ? ?
4350	Rahung	trunk (tree)	trunk (tree)	hiŋ la-tʰyŋ	hiŋ_la+tʰyŋ	h i ŋ _ l a + tʰ y ŋ		1183 1184 1182	1183 1184 1182	h i ŋ + l a + tʰ y ŋ	i n c + i n + i n c	1084 222 283	wood ? ?
4351	Rupa	trunk (tree)	trunk (tree)	hiŋ-tʰyŋ	hiŋ+tʰyŋ	h i ŋ + tʰ y ŋ		1183 1182	1183 1182	h i ŋ + tʰ y ŋ	i n c + i n c	1084 283	wood ?
#
