ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT	STRUCTURE
3530	Duhumbi	shoulder	shoulder	pʰak-tuŋ	pʰak+tuŋ	pʰ a k + t u ŋ		943 944	943 944	pʰ a k pʰ a k + t u ŋ t u ŋ	i n c + i n c
3532	Jerigaon	shoulder	shoulder	pʰa-nyŋ	pʰa+nyŋ	pʰ a + n y ŋ		943 426	943 944	pʰ a - pʰ a - + n y ŋ n y ŋ	i n + i n c
3533	Khoitam	shoulder	shoulder	jə-pʰak	jə+pʰak	j ə + pʰ a k		946 943	946 943	j ə j ə + pʰ a k pʰ a k	i n + i n c
3534	Rahung	shoulder	shoulder	ja-pʰak	ja+pʰak	j a + pʰ a k		946 943	946 943	j a j a + pʰ a k pʰ a k	i n + i n c
3535	Rupa	shoulder	shoulder	lə-pʰak ~ lə-fak	lə+pʰak	l ə + pʰ a k		945 943	945 943	l ə l ə + pʰ a k pʰ a k	i n + i n c
3536	Shergaon	shoulder	shoulder	lə-pʰak	lə+pʰak	l ə + pʰ a k		945 943	945 943	l ə l ə + pʰ a k pʰ a k	i n + i n c
3537	Khispi	shy, ashamed (vi)	shy, ashamed (vi)	jɛn	jɛn	j ɛ n		947	947	j ɛ n j ɛ n	i n c
3538	Duhumbi	shy, ashamed (vi)	shy, ashamed (vi)	jɛn	jɛn	j ɛ n		947	947	j ɛ n j ɛ n	i n c
3539	Khoina	shy, ashamed (vi)	shy, ashamed (vi)	wɛn	wɛn	w ɛ n		947	947	w ɛ n w ɛ n	i n c
3540	Jerigaon	shy, ashamed (vi)	shy, ashamed (vi)	wɛn	wɛn	w ɛ n		947	947	w ɛ n w ɛ n	i n c
3541	Khoitam	shy, ashamed (vi)	shy, ashamed (vi)	wan	wan	w a n		947	947	w a n w a n	i n c
3542	Rahung	shy, ashamed (vi)	shy, ashamed (vi)	wɛn	wɛn	w ɛ n		947	947	w ɛ n w ɛ n	i n c
3543	Rupa	shy, ashamed (vi)	shy, ashamed (vi)	wan	wan	w a n		947	947	w a n w a n	i n c
3544	Shergaon	shy, ashamed (vi)	shy, ashamed (vi)	wan	wan	w a n		947	947	w a n w a n	i n c
3545	Khispi	sick (vi)	sick (vi)	na	na	n a		948	948	n a - n a -	i n
3546	Duhumbi	sick (vi)	sick (vi)	na	na	n a		948	948	n a - n a -	i n
3547	Khoina	sick (vi)	sick (vi)	ku-nu	ku+nu	k u + n u		949 948	949 948	k u k u + n u - n u -	i n + i n
3548	Jerigaon	sick (vi)	sick (vi)	nu ~ ku-nu	nu	n u		948	948	n u - n u -	i n
3549	Khoitam	sick (vi)	sick (vi)	ku-nu  ~ nuŋ	ku+nu	k u + n u		949 948	949 948	k u k u + n u - n u -	i n + i n
3550	Rahung	sick (vi)	sick (vi)	nuŋ	nuŋ	n u ŋ		948	948	n u ŋ n u ŋ	i n c
3551	Rupa	sick (vi)	sick (vi)	nu ~ nuŋ	nu	n u		948	948	n u - n u -	i n
3552	Shergaon	sick (vi)	sick (vi)	nu	nu	n u		948	948	n u - n u -	i n
3553	Khispi	silver	silver	ŋɔj ~ ŋuj	ŋɔj	ŋ ɔ j		951	951	ŋ ɔ j ŋ ɔ j	i n c
3554	Duhumbi	silver	silver	ŋɔj	ŋɔj	ŋ ɔ j		951	951	ŋ ɔ j ŋ ɔ j	i n c
3555	Khoina	silver	silver	niŋ	niŋ	n i ŋ		950	950	n i ŋ n i ŋ	i n c
3556	Jerigaon	silver	silver	niŋ	niŋ	n i ŋ		950	950	n i ŋ n i ŋ	i n c
3557	Khoitam	silver	silver	niŋ	niŋ	n i ŋ		950	950	n i ŋ n i ŋ	i n c
3558	Rahung	silver	silver	niŋ	niŋ	n i ŋ		950	950	n i ŋ n i ŋ	i n c
3559	Rupa	silver	silver	ɲin ~ ɲiŋ	ɲin	ɲ i n		950	950	ɲ i n ɲ i n	i n c
3560	Shergaon	silver	silver	ɲin	ɲin	ɲ i n		950	950	ɲ i n ɲ i n	i n c
3561	Khispi	sing	sing	tej	tej	t e j		952	952	t e j t e j	i n c
3562	Duhumbi	sing	sing	tɛj	tɛj	t ɛ j		952	952	t ɛ j t ɛ j	i n c
3563	Khoina	sing	sing	taː	taː	t aː		952	952	t aː - t aː -	i n
3564	Jerigaon	sing	sing	tɛː	tɛː	t ɛː		952	952	t ɛː - t ɛː -	i n
3565	Khoitam	sing	sing	tɛː	tɛː	t ɛː		952	952	t ɛː - t ɛː -	i n
3567	Rupa	sing	sing	taː	taː	t aː		952	952	t aː - t aː -	i n
3577	Khispi	sister, elder	sister, elder	a-wu	a+wu	a + w u		954 953	954 953	a a + w u w u	n + i n
3578	Duhumbi	sister, elder	sister, elder	a-wu	a+wu	a + w u		954 953	954 953	a a + w u w u	n + i n
3579	Khoina	sister, elder	sister, elder	a-byː	a+byː	a + b yː		954 953	954 953	a a + b yː b yː	n + i n
3580	Jerigaon	sister, elder	sister, elder	a-byː	a+byː	a + b yː		954 953	954 953	a a + b yː b yː	n + i n
3585	Khispi	sister, younger	sister, younger1	ɔ-nɔw-ma	ɔ+nɔw+ma	ɔ + n ɔ w + m a		956 955 958	956 955 958	ɔ ɔ + n ɔ w n ɔ w + m a m a	n + i n c + i n
3586	Duhumbi	sister, younger	sister, younger1	a-nu  ~ ɔ-nɔw	a+nu	a + n u		956 955	956 955	a a + n u - n u -	n + i n
3589	Khoitam	sister, younger	sister, younger1	a-num	a+num	a + n u m		956 955	956 955	a a + n u m n u m	n + i n c
3590	Rahung	sister, younger	sister, younger1	a-num	a+num	a + n u m		956 955	956 955	a a + n u m n u m	n + i n c
3591	Rupa	sister, younger	sister, younger1	a-nuː a-ʨan-du	a+nuː_a+ʨan+du	a + n uː _ a + tɕ a n + d u		956 955 959 960 961	956 955 959 960 961	a a + n uː - n uː - + a a + tɕ a n tɕ a n + d u d u	n + i n + n + i n c + i n
3596	Jerigaon	sister, younger	sister, younger2	mə-riŋ	mə+riŋ	m ə + r i ŋ		957 427	957 955	m ə m ə + r i ŋ r i ŋ	i n + i n c
3597	Khoitam	sister, younger	sister, younger2	mə-riŋ	mə+riŋ	m ə + r i ŋ		957 427	957 955	m ə m ə + r i ŋ r i ŋ	i n + i n c
3598	Rahung	sister, younger	sister, younger2	mə-riŋ	mə+riŋ	m ə + r i ŋ		957 427	957 955	m ə m ə + r i ŋ r i ŋ	i n + i n c
3599	Rupa	sister, younger	sister, younger2	mə-riŋ	mə+riŋ	m ə + r i ŋ		957 427	957 955	m ə m ə + r i ŋ r i ŋ	i n + i n c
3600	Shergaon	sister, younger	sister, younger2	mə-riŋ	mə+riŋ	m ə + r i ŋ		957 427	957 955	m ə m ə + r i ŋ r i ŋ	i n + i n c
3569	Khispi	sister-in-law	sister-in-law	a-ʑa	a+ʑa	a + ʑ a		962 963	962 963	a a + ʑ a ʑ a	n + i n
3570	Duhumbi	sister-in-law	sister-in-law	a-ʑa	a+ʑa	a + ʑ a		962 963	962 963	a a + ʑ a ʑ a	n + i n
3571	Khoina	sister-in-law	sister-in-law	a-ʐuː	a+ʐuː	a + ʐ uː		962 963	962 963	a a + ʐ uː ʐ uː	n + i n
3572	Jerigaon	sister-in-law	sister-in-law	a-zuː	a+zuː	a + z uː		962 963	962 963	a a + z uː z uː	n + i n
3573	Khoitam	sister-in-law	sister-in-law	a-zuː	a+zuː	a + z uː		962 963	962 963	a a + z uː z uː	n + i n
3574	Rahung	sister-in-law	sister-in-law	a-zuː	a+zuː	a + z uː		962 963	962 963	a a + z uː z uː	n + i n
3575	Rupa	sister-in-law	sister-in-law	a-zuː ~ a-zuː-mat	a+zuː	a + z uː		962 963	962 963	a a + z uː z uː	n + i n
3576	Shergaon	sister-in-law	sister-in-law	a-zuː-mat	a+zuː+mat	a + z uː + m a t		962 963 964	962 963 964	a a + z uː z uː + m a t m a t	n + i n + i n c
3602	Duhumbi	sit	sit	duŋ-ʥu	duŋ+ʥu	d u ŋ + dʑ u		965 966	965 966	d u ŋ d u ŋ + dʑ u dʑ u	i n c + i n
3603	Khoina	sit	sit	dyŋ	dyŋ	d y ŋ		965	965	d y ŋ d y ŋ	i n c
3604	Jerigaon	sit	sit	dyŋ	dyŋ	d y ŋ		965	965	d y ŋ d y ŋ	i n c
3605	Khoitam	sit	sit	dyŋ	dyŋ	d y ŋ		965	965	d y ŋ d y ŋ	i n c
3606	Rahung	sit	sit	dyŋ	dyŋ	d y ŋ		965	965	d y ŋ d y ŋ	i n c
3607	Rupa	sit	sit	dyŋ	dyŋ	d y ŋ		965	965	d y ŋ d y ŋ	i n c
3608	Shergaon	sit	sit	duŋ	duŋ	d u ŋ		965	965	d u ŋ d u ŋ	i n c
3609	Khispi	six	six	ʨʰup	ʨʰup	tɕʰ u p		967	967	tɕʰ u p tɕʰ u p	i n c
3610	Duhumbi	six	six	ʨʰup ~ ʨʰuk	ʨʰup	tɕʰ u p		967	967	tɕʰ u p tɕʰ u p	i n c
3611	Khoina	six	six	ʨʰyk	ʨʰyk	tɕʰ y k		967	967	tɕʰ y k tɕʰ y k	i n c
3612	Jerigaon	six	six	ʨʰyk	ʨʰyk	tɕʰ y k		967	967	tɕʰ y k tɕʰ y k	i n c
3613	Khoitam	six	six	ʨʰyk	ʨʰyk	tɕʰ y k		967	967	tɕʰ y k tɕʰ y k	i n c
3614	Rahung	six	six	ʨʰyk	ʨʰyk	tɕʰ y k		967	967	tɕʰ y k tɕʰ y k	i n c
3615	Rupa	six	six	kʰyt	kʰyt	kʰ y t		967	968	kʰ y t kʰ y t	i n c
3616	Shergaon	six	six	ʨʰuk	ʨʰuk	tɕʰ u k		967	967	tɕʰ u k tɕʰ u k	i n c
3617	Khispi	skin, bark	skin, bark	ɕa-kʰɔk	ɕa+kʰɔk	ɕ a + kʰ ɔ k		969 970	969 970	ɕ a ɕ a + kʰ ɔ k kʰ ɔ k	i n + i n c
3618	Duhumbi	skin, bark	skin, bark	ɕa-kʰɔk	ɕa+kʰɔk	ɕ a + kʰ ɔ k		969 970	969 970	ɕ a ɕ a + kʰ ɔ k kʰ ɔ k	i n + i n c
3619	Khoina	skin, bark	skin, bark	ʂ-kʰuk	ʂ+kʰuk	ʂ + kʰ u k		969 970	969 970	ʂ - ʂ - + kʰ u k kʰ u k	i + i n c
3620	Jerigaon	skin, bark	skin, bark	s-kuk ~ s-kʰuk	s+kuk	s + k u k		969 970	969 970	s - s - + k u k k u k	i + i n c
3621	Khoitam	skin, bark	skin, bark	sə-kuk ~ s-kuk	sə+kuk	s ə + k u k		969 970	969 970	s ə s ə + k u k k u k	i n + i n c
3622	Rahung	skin, bark	skin, bark	s-kuk ~ s-kʰuk	s+kuk	s + k u k		969 970	969 970	s - s - + k u k k u k	i + i n c
3623	Rupa	skin, bark	skin, bark	s-kuk	s+kuk	s + k u k		969 970	969 970	s - s - + k u k k u k	i + i n c
3624	Shergaon	skin, bark	skin, bark	s-kuk	s+kuk	s + k u k		969 970	969 970	s - s - + k u k k u k	i + i n c
3625	Khispi	sky	sky	na-mu ~ na-mɔː	na+mu	n a + m u		972 971	972 971	n a n a + m u m u	i n + i n
3626	Duhumbi	sky	sky	na-mu	na+mu	n a + m u		972 971	972 971	n a n a + m u m u	i n + i n
3627	Khoina	sky	sky	na-myː	na+myː	n a + m yː		972 971	972 971	n a n a + m yː m yː	i n + i n
3628	Jerigaon	sky	sky	nə-myː	nə+myː	n ə + m yː		972 971	972 971	n ə n ə + m yː m yː	i n + i n
3629	Khoitam	sky	sky	nə-myː	nə+myː	n ə + m yː		972 971	972 971	n ə n ə + m yː m yː	i n + i n
3630	Rahung	sky	sky	nə-myː	nə+myː	n ə + m yː		972 971	972 971	n ə n ə + m yː m yː	i n + i n
3631	Rupa	sky	sky	nə-myː	nə+myː	n ə + m yː		972 971	972 971	n ə n ə + m yː m yː	i n + i n
3632	Shergaon	sky	sky	ni-miː	ni+miː	n i + m iː		972 971	972 971	n i n i + m iː m iː	i n + i n
3633	Khispi	sleep	sleep	bin	bin	b i n		973	973	b i n b i n	i n c
3634	Duhumbi	sleep	sleep	bin	bin	b i n		973	973	b i n b i n	i n c
3635	Khoina	sleep	sleep	ʣiŋ	ʣiŋ	dz i ŋ		973	973	dz i ŋ dz i ŋ	i n c
3636	Jerigaon	sleep	sleep	ʥiŋ	ʥiŋ	dʑ i ŋ		973	973	dʑ i ŋ dʑ i ŋ	i n c
3637	Khoitam	sleep	sleep	ʥiŋ	ʥiŋ	dʑ i ŋ		973	973	dʑ i ŋ dʑ i ŋ	i n c
3638	Rahung	sleep	sleep	ʥiŋ	ʥiŋ	dʑ i ŋ		973	973	dʑ i ŋ dʑ i ŋ	i n c
3639	Rupa	sleep	sleep	ʣiŋ	ʣiŋ	dz i ŋ		973	973	dz i ŋ dz i ŋ	i n c
3640	Shergaon	sleep	sleep	ʣiŋ	ʣiŋ	dz i ŋ		973	973	dz i ŋ dz i ŋ	i n c
3641	Khispi	slowly	slowly	haɕ-ta	haɕ+ta	h a ɕ + t a		974 975	978 975	h a ɕ h a ɕ + t a t a	i n c + i n
3642	Duhumbi	slowly	slowly	has-ta	has+ta	h a s + t a		974 975	978 975	h a s h a s + t a t a	i n c + i n
3643	Khoina	slowly	slowly	nɐ̃-du	nɐ̃+du	n ɐ̃ + d u		974 975	974 975	n ɐ̃ - n ɐ̃ - + d u d u	i n + i n
3644	Jerigaon	slowly	slowly	a-nɐ̃-du	a+nɐ̃+du	a + n ɐ̃ + d u		976 974 975	976 974 977	a a + n ɐ̃ - n ɐ̃ - + d u d u	n + i n + i n
3645	Khoitam	slowly	slowly	a-nɔ̃-du	a+nɔ̃+du	a + n ɔ̃ + d u		976 974 975	976 974 977	a a + n ɔ̃ - n ɔ̃ - + d u d u	n + i n + i n
3646	Rahung	slowly	slowly	nɔ̃-du	nɔ̃+du	n ɔ̃ + d u		974 975	974 975	n ɔ̃ - n ɔ̃ - + d u d u	i n + i n
3647	Rupa	slowly	slowly	(a-) nɔ̃-du	nɔ̃+du	n ɔ̃ + d u		974 975	974 975	n ɔ̃ - n ɔ̃ - + d u d u	i n + i n
3648	Shergaon	slowly	slowly	a-nɔ̃-du	a+nɔ̃+du	a + n ɔ̃ + d u		976 974 975	976 974 977	a a + n ɔ̃ - n ɔ̃ - + d u d u	n + i n + i n
3649	Khispi	small	small1	ʥɛn-	ʥɛn+	dʑ ɛ n		979	979	dʑ ɛ n dʑ ɛ n	i n c
3650	Duhumbi	small	small1	ʥɛn-	ʥɛn+	dʑ ɛ n		979	979	dʑ ɛ n dʑ ɛ n	i n c
3651	Khoina	small	small1	a-ʣɐ̃ː-du	a+ʣɐ̃ː+du	a + dz ɐ̃ː + d u		980 979 981	980 979 982	a a + dz ɐ̃ː - dz ɐ̃ː - + d u d u	n + i n + i n
3652	Jerigaon	small	small1	a-ʨɐ̃ː(n)	a+ʨɐ̃ː	a + tɕ ɐ̃ː		980 979	980 979	a a + tɕ ɐ̃ː - tɕ ɐ̃ː -	n + i n
3653	Khoitam	small	small1	a-ʥan-du	a+ʥan+du	a + dʑ a n + d u		980 979 981	980 979 981	a a + dʑ a n dʑ a n + d u d u	n + i n c + i n
3654	Rahung	small	small1	ʨɔ̃ː(n)-du	ʨɔ̃ː+du	tɕ ɔ̃ː + d u		979 981	983 979	tɕ ɔ̃ː - tɕ ɔ̃ː - + d u d u	i n + i n
3655	Rupa	small	small1	a-ʨan-du ~ a-ʦan-du	a+ʨan+du	a + tɕ a n + d u		980 979 981	980 979 981	a a + tɕ a n tɕ a n + d u d u	n + i n c + i n
3656	Shergaon	small	small1	a-ʨan-du	a+ʨan+du	a + tɕ a n + d u		980 979 981	980 979 981	a a + tɕ a n tɕ a n + d u d u	n + i n c + i n
3657	Khispi	small	small2	ɕa-da	ɕa+da	ɕ a + d a		983 981	983 979	ɕ a ɕ a + d a d a	i n + i n
3660	Jerigaon	small	small2	a-duː-du	a+duː+du	a + d uː + d u		980 981 981	980 979 982	a a + d uː d uː + d uː d uː	n + i n + i n
3662	Rahung	small	small2	a-duː	a+duː	a + d uː		980 981	980 979	a a + d uː d uː	n + i n
3665	Khispi	smell (n)	smell (n)	ɕis	ɕis	ɕ i s		984	984	ɕ i s ɕ i s	i n c
3666	Duhumbi	smell (n)	smell (n)	ɕis	ɕis	ɕ i s		984	984	ɕ i s ɕ i s	i n c
3671	Rupa	smell (n)	smell (n)	sĩː	sĩː	s ĩː		984	984	s ĩː - s ĩː -	i n
3673	Khispi	smell1 (vi)	smell1 (vi)	ham	ham	h a m		985	985	h a m h a m	i n c
3674	Duhumbi	smell1 (vi)	smell1 (vi)	ham	ham	h a m		985	985	h a m h a m	i n c
3675	Khoina	smell1 (vi)	smell1 (vi)	nan	nan	n a n		986	986	n a n n a n	i n c
3676	Jerigaon	smell1 (vi)	smell1 (vi)	nan	nan	n a n		986	986	n a n n a n	i n c
3684	Jerigaon	smell2 (vi)	smell2 (vi)	niː	niː	n iː		987	987	n iː - n iː -	i n
3685	Khoitam	smell2 (vi)	smell2 (vi)	niː	niː	n iː		987	987	n iː - n iː -	i n
3686	Rahung	smell2 (vi)	smell2 (vi)	niː	niː	n iː		987	987	n iː - n iː -	i n
3687	Rupa	smell2 (vi)	smell2 (vi)	ɲiŋ	ɲiŋ	ɲ i ŋ		987	987	ɲ i ŋ ɲ i ŋ	i n c
3688	Shergaon	smell2 (vi)	smell2 (vi)	ɲiŋ	ɲiŋ	ɲ i ŋ		987	987	ɲ i ŋ ɲ i ŋ	i n c
3689	Khispi	smoke	smoke	bu-kʰu	bu+kʰu	b u + kʰ u		989 988	989 988	b u b u + kʰ u kʰ u	i n + i n
3690	Duhumbi	smoke	smoke	bu-kʰu	bu+kʰu	b u + kʰ u		989 988	989 988	b u b u + kʰ u kʰ u	i n + i n
3691	Khoina	smoke	smoke	ba-kʰyː	ba+kʰyː	b a + kʰ yː		989 988	989 988	b a b a + kʰ yː kʰ yː	i n + i n
3692	Jerigaon	smoke	smoke	ba-kʰyː	ba+kʰyː	b a + kʰ yː		989 988	989 988	b a b a + kʰ yː kʰ yː	i n + i n
3693	Khoitam	smoke	smoke	ba-kʰyː	ba+kʰyː	b a + kʰ yː		989 988	989 988	b a b a + kʰ yː kʰ yː	i n + i n
3694	Rahung	smoke	smoke	ba-kʰyː	ba+kʰyː	b a + kʰ yː		989 988	989 988	b a b a + kʰ yː kʰ yː	i n + i n
3695	Rupa	smoke	smoke	ba-kʰyː	ba+kʰyː	b a + kʰ yː		989 988	989 988	b a b a + kʰ yː kʰ yː	i n + i n
3696	Shergaon	smoke	smoke	ba-kʰyː	ba+kʰyː	b a + kʰ yː		989 988	989 988	b a b a + kʰ yː kʰ yː	i n + i n
3699	Khoina	snake	snake	bə-ʨʰan	bə+ʨʰan	b ə + tɕʰ a n		991 990	991 990	b ə b ə + tɕʰ a n tɕʰ a n	i n + i n c
3700	Jerigaon	snake	snake	pʰ-ʨʰɛn	pʰ+ʨʰɛn	pʰ + tɕʰ ɛ n		991 990	991 990	pʰ - pʰ - + tɕʰ ɛ n tɕʰ ɛ n	i + i n c
3701	Khoitam	snake	snake	pʰ-ʨʰam	pʰ+ʨʰam	pʰ + tɕʰ a m		991 990	991 990	pʰ - pʰ - + tɕʰ a m tɕʰ a m	i + i n c
3702	Rahung	snake	snake	pʰ-ʨʰam	pʰ+ʨʰam	pʰ + tɕʰ a m		991 990	991 990	pʰ - pʰ - + tɕʰ a m tɕʰ a m	i + i n c
3703	Rupa	snake	snake	bə-cʰam ~ bə-ʨʰam	bə+cʰam	b ə + cʰ a m		991 990	991 990	b ə b ə + cʰ a m cʰ a m	i n + i n c
3704	Shergaon	snake	snake	pʰ-ʨʰam	pʰ+ʨʰam	pʰ + tɕʰ a m		991 990	991 990	pʰ - pʰ - + tɕʰ a m tɕʰ a m	i + i n c
3706	Duhumbi	snatch away	snatch away	kʰɔw	kʰɔw	kʰ ɔ w		992	992	kʰ ɔ w kʰ ɔ w	i n c
3711	Rupa	snatch away	snatch away	kʰaw	kʰaw	kʰ a w		992	992	kʰ a w kʰ a w	i n c
3713	Khispi	snow	snow	nam-ʑu	nam+ʑu	n a m + ʑ u		993 994	993 995	n a m n a m + ʑ u ʑ u	i n c + i n
3714	Duhumbi	snow	snow	nam-ʑu	nam+ʑu	n a m + ʑ u		993 994	993 995	n a m n a m + ʑ u ʑ u	i n c + i n
3715	Khoina	snow	snow	na-jyː	na+jyː	n a + j yː		993 994	993 994	n a - n a - + j yː j yː	i n + i n
3716	Jerigaon	snow	snow	nə-jyː	nə+jyː	n ə + j yː		993 994	993 994	n ə - n ə - + j yː j yː	i n + i n
3717	Khoitam	snow	snow	nə-jyː	nə+jyː	n ə + j yː		993 994	993 994	n ə - n ə - + j yː j yː	i n + i n
3718	Rahung	snow	snow	nə-jyː	nə+jyː	n ə + j yː		993 994	993 994	n ə - n ə - + j yː j yː	i n + i n
3719	Rupa	snow	snow	ny-jyː	ny+jyː	n y + j yː		993 994	993 994	n y - n y - + j yː j yː	i n + i n
3720	Shergaon	snow	snow	ni-jiː	ni+jiː	n i + j iː		993 994	993 994	n i - n i - + j iː j iː	i n + i n
3722	Duhumbi	soda ash	soda ash	kʰa-ri	kʰa+ri	kʰ a + r i		997 996	997 996	kʰ a kʰ a + r i r i	i n + i n
3723	Khoina	soda ash	soda ash	kʰa-riː	kʰa+riː	kʰ a + r iː		997 996	997 996	kʰ a kʰ a + r iː r iː	i n + i n
3726	Rahung	soda ash	soda ash	kʰ-riː	kʰ+riː	kʰ + r iː		997 996	997 996	kʰ - kʰ - + r iː r iː	i + i n
3727	Rupa	soda ash	soda ash	kʰ-riː	kʰ+riː	kʰ + r iː		997 996	997 996	kʰ - kʰ - + r iː r iː	i + i n
3731	Khoina	soft / smooth	soft / smooth	a-duŋ-du	a+duŋ+du	a + d u ŋ + d u		999 998 1000	999 998 1000	a a + d u ŋ d u ŋ + d u d u	n + i n c + i n
3732	Jerigaon	soft / smooth	soft / smooth	a-duŋ-du	a+duŋ+du	a + d u ŋ + d u		999 998 1000	999 998 1000	a a + d u ŋ d u ŋ + d u d u	n + i n c + i n
3733	Khoitam	soft / smooth	soft / smooth	a-duŋ-du	a+duŋ+du	a + d u ŋ + d u		999 998 1000	999 998 1000	a a + d u ŋ d u ŋ + d u d u	n + i n c + i n
3734	Rahung	soft / smooth	soft / smooth	a-duŋ-du	a+duŋ+du	a + d u ŋ + d u		999 998 1000	999 998 1000	a a + d u ŋ d u ŋ + d u d u	n + i n c + i n
3735	Rupa	soft / smooth	soft / smooth	a-duŋ-du	a+duŋ+du	a + d u ŋ + d u		999 998 1000	999 998 1000	a a + d u ŋ d u ŋ + d u d u	n + i n c + i n
3736	Shergaon	soft / smooth	soft / smooth	a-duŋ-du	a+duŋ+du	a + d u ŋ + d u		999 998 1000	999 998 1000	a a + d u ŋ d u ŋ + d u d u	n + i n c + i n
3737	Khispi	soil, earth	soil, earth	sa	sa	s a		1001	1001	s a s a	i n
3738	Duhumbi	soil, earth	soil, earth	sa	sa	s a		1001	1001	s a s a	i n
3739	Khoina	soil, earth	soil, earth	sɐ	sɐ	s ɐ		1001	1001	s ɐ s ɐ	i n
3740	Jerigaon	soil, earth	soil, earth	sɐ	sɐ	s ɐ		1001	1001	s ɐ s ɐ	i n
3741	Khoitam	soil, earth	soil, earth	sɔ	sɔ	s ɔ		1001	1001	s ɔ s ɔ	i n
3742	Rahung	soil, earth	soil, earth	sɔ	sɔ	s ɔ		1001	1001	s ɔ s ɔ	i n
3743	Rupa	soil, earth	soil, earth	sɔ	sɔ	s ɔ		1001	1001	s ɔ s ɔ	i n
3744	Shergaon	soil, earth	soil, earth	so	so	s o		1001	1001	s o s o	i n
3745	Khispi	son	son	dak-da	dak+da	d a k + d a		1002 1002	1002 1002	d a k d a k + d a k d a k	i n c + i n
3746	Duhumbi	son	son	u-daˀ	u+daˀ	u + d aˀ		1003 1002	1003 1002	u u + d aˀ - d aˀ -	n + i n
3747	Khoina	son	son	a-du	a+du	a + d u		1003 1002	1003 1002	a a + d u - d u -	n + i n
3748	Jerigaon	son	son	a-du	a+du	a + d u		1003 1002	1003 1002	a a + d u - d u -	n + i n
3749	Khoitam	son	son	a-du	a+du	a + d u		1003 1002	1003 1002	a a + d u - d u -	n + i n
3750	Rahung	son	son	a-du	a+du	a + d u		1003 1002	1003 1002	a a + d u - d u -	n + i n
3751	Rupa	son	son	du	du	d u		1002	1002	d u - d u -	i n
3752	Shergaon	son	son	a-du	a+du	a + d u		1003 1002	1003 1002	a a + d u - d u -	n + i n
3753	Khispi	son-in-law	son-in-law	a-ʨʰun	a+ʨʰun	a + tɕʰ u n		1004 1005	1004 1005	a a + tɕʰ u n tɕʰ u n	n + i n c
3754	Duhumbi	son-in-law	son-in-law	a-ʨʰyn	a+ʨʰyn	a + tɕʰ y n		1004 1005	1004 1005	a a + tɕʰ y n tɕʰ y n	n + i n c
3755	Khoina	son-in-law	son-in-law	a-ʦʰyː	a+ʦʰyː	a + tsʰ yː		1004 1005	1004 1005	a a + tsʰ yː - tsʰ yː -	n + i n
3756	Jerigaon	son-in-law	son-in-law	a-ʨʰyː	a+ʨʰyː	a + tɕʰ yː		1004 1005	1004 1005	a a + tɕʰ yː - tɕʰ yː -	n + i n
3757	Khoitam	son-in-law	son-in-law	a-ʨʰyː	a+ʨʰyː	a + tɕʰ yː		1004 1005	1004 1005	a a + tɕʰ yː - tɕʰ yː -	n + i n
3758	Rahung	son-in-law	son-in-law	a-ʨʰyː	a+ʨʰyː	a + tɕʰ yː		1004 1005	1004 1005	a a + tɕʰ yː - tɕʰ yː -	n + i n
3759	Rupa	son-in-law	son-in-law	a-ʦʰyː ~ a-ʨʰyː	a+ʦʰyː	a + tsʰ yː		1004 1005	1004 1005	a a + tsʰ yː - tsʰ yː -	n + i n
3760	Shergaon	son-in-law	son-in-law	a-ʨʰiː	a+ʨʰiː	a + tɕʰ iː		1004 1005	1004 1005	a a + tɕʰ iː - tɕʰ iː -	n + i n
3761	Khispi	song	song1	lu	lu	l u		1008	1008	l u l u	i n
3762	Duhumbi	song	song1	lu	lu	l u		1008	1008	l u l u	i n
3765	Khoitam	song	song1	hũ	hũ	h ũ		1008	1007	h ũ h ũ	i n
3766	Rahung	song	song1	hũ	hũ	h ũ		1008	1007	h ũ h ũ	i n
3767	Rupa	song	song1	hũ	hũ	h ũ		1008	1007	h ũ h ũ	i n
3768	Shergaon	song	song1	hɔ	hɔ	h ɔ		1008	1007	h ɔ h ɔ	i n
3769	Khispi	song	song2	bɔː	bɔː	b ɔː		1006	1006	b - ɔː b - ɔː	i n
3770	Duhumbi	song	song2	bɹɔː	bɹɔː	b ɹ ɔː		1006	1006	b ɹ ɔː b ɹ ɔː	i m n
3774	Rahung	song	song2	bɹoː	bɹoː	b ɹ oː		1006	1006	b ɹ oː b ɹ oː	i m n
3775	Rupa	song	song2	bɹoː	bɹoː	b ɹ oː		1006	1006	b ɹ oː b ɹ oː	i m n
3777	Khispi	soup, liquid, broth, juice	soup, liquid, broth, juice	ɔ-kʰaw	ɔ+kʰaw	ɔ + kʰ a w		1010 1009	1010 1009	ɔ ɔ + kʰ a w kʰ a w	n + i n c
3778	Duhumbi	soup, liquid, broth, juice	soup, liquid, broth, juice	ɔ-kʰɔw	ɔ+kʰɔw	ɔ + kʰ ɔ w		1010 1009	1010 1009	ɔ ɔ + kʰ ɔ w kʰ ɔ w	n + i n c
3779	Khoina	soup, liquid, broth, juice	soup, liquid, broth, juice	daŋ a-kʰɔː	daŋ_a+kʰɔː	d a ŋ _ a + kʰ ɔː		1012 1010 1009	1012 1009 1011	d a ŋ d a ŋ + a a + kʰ ɔː - kʰ ɔː -	i n c + n + i n
